id_agente,churn_rate,ncalls,nchurn,ap
586,0.0,16,0,0.33
617,0.08270676691729323,133,11,0.6744604316546763
629,0.05472636815920398,201,11,0.22122302158273383
634,0.06666666666666667,45,3,0.41906474820143885
642,0.07432432432432433,148,11,0.5341726618705036
646,0.0,6,0,0.33
648,0.08620689655172414,58,5,0.6996402877697842
654,0.03278688524590164,122,4,0.08812949640287769
664,0.0821917808219178,146,12,0.6636690647482014
669,0.14814814814814814,27,4,0.33
672,0.0626865671641791,335,21,0.33992805755395683
674,0.09230769230769231,65,6,0.7643884892086331
680,0.0,10,0,0.33
693,0.047619047619047616,21,1,0.33
697,0.06,50,3,0.289568345323741
698,0.09375,160,15,0.7859712230215827
700,0.09574468085106383,188,18,0.8075539568345323
703,0.029411764705882353,34,1,0.05935251798561151
705,0.07971014492753623,138,11,0.6276978417266187
710,0.08,25,2,0.33
718,0.0,3,0,0.33
749,0.0449438202247191,267,12,0.14568345323741008
762,0.07042253521126761,71,5,0.4802158273381295
786,0.2,10,2,0.33
788,0.02857142857142857,35,1,0.052158273381294966
789,0.061224489795918366,49,3,0.3183453237410072
793,0.11764705882352941,17,2,0.33
798,0.02127659574468085,47,1,0.023381294964028777
807,0.15384615384615385,39,6,0.987410071942446
827,0.06040268456375839,149,9,0.3039568345323741
831,0.12,25,3,0.33
833,0.03535353535353535,198,7,0.09532374100719425
835,0.1724137931034483,29,5,0.33
849,0.07936507936507936,126,10,0.6205035971223022
854,0.0,8,0,0.33
857,0.05263157894736842,19,1,0.33
865,0.04424778761061947,226,10,0.13489208633093525
870,0.2222222222222222,9,2,0.33
871,0.06299212598425197,127,8,0.3435251798561151
874,0.06451612903225806,31,2,0.36510791366906475
879,0.06451612903225806,62,4,0.37589928057553956
881,0.02564102564102564,39,1,0.044964028776978415
884,0.038461538461538464,52,2,0.09892086330935251
889,0.09375,32,3,0.7823741007194245
896,0.0,1,0,0.33
926,0.043478260869565216,23,1,0.33
937,0.08771929824561403,57,5,0.7356115107913669
939,0.046511627906976744,43,2,0.1528776978417266
1013,0.05286343612334802,227,12,0.1960431654676259
1015,0.06470588235294118,170,11,0.37949640287769787
1022,0.08928571428571429,56,5,0.75
1031,0.05172413793103448,58,3,0.18884892086330934
1049,0.3333333333333333,9,3,0.33
1058,0.0,6,0,0.33
1066,0.05813953488372093,86,5,0.2715827338129496
1075,0.0,1,0,0.33
1078,0.09782608695652174,92,9,0.8471223021582733
1082,0.0,13,0,0.33
1084,0.1,10,1,0.33
1110,0.1,10,1,0.33
1669,0.0821917808219178,73,6,0.670863309352518
1752,0.0979020979020979,143,14,0.85431654676259
1790,0.0,4,0,0.33
1806,0.0,2,0,0.33
1895,0.058823529411764705,51,3,0.2751798561151079
1911,0.05263157894736842,19,1,0.33
2014,0.057971014492753624,138,8,0.26798561151079137
2041,0.0975609756097561,82,8,0.8399280575539568
2129,0.02857142857142857,105,3,0.05575539568345324
2180,0.18181818181818182,11,2,0.33
2211,0.0641025641025641,156,10,0.3579136690647482
2214,0.05555555555555555,36,2,0.24280575539568344
2223,0.08653846153846154,104,9,0.7140287769784173
2225,0.1,10,1,0.33
2255,0.05555555555555555,36,2,0.2392086330935252
2263,0.04895104895104895,143,7,0.17446043165467626
2264,0.0,3,0,0.33
2269,0.08415841584158416,202,17,0.6780575539568345
2271,0.0,11,0,0.33
2279,0.0,12,0,0.33
2300,0.043478260869565216,23,1,0.33
2326,0.023255813953488372,43,1,0.03776978417266187
2341,0.0,7,0,0.33
2343,0.09734513274336283,113,11,0.8327338129496403
2361,0.06870229007633588,131,9,0.447841726618705
2365,0.07575757575757576,132,10,0.5665467625899281
2370,0.029850746268656716,67,2,0.06294964028776978
2376,0.1111111111111111,18,2,0.33
2381,0.0,7,0,0.33
2383,0.08045977011494253,174,14,0.6348920863309353
2396,0.0,4,0,0.33
2405,0.14814814814814814,27,4,0.33
2413,0.12,25,3,0.33
2430,0.043478260869565216,23,1,0.33
2432,0.0,10,0,0.33
2477,0.0,6,0,0.33
2488,0.0,1,0,0.33
2505,0.06077348066298342,181,11,0.30755395683453235
2507,0.0603448275862069,116,7,0.30035971223021585
2516,0.07432432432432433,148,11,0.5305755395683454
2517,0.0,1,0,0.33
2535,0.12,25,3,0.33
2537,0.06493506493506493,154,10,0.3830935251798561
2539,0.09090909090909091,22,2,0.33
2540,0.0,2,0,0.33
2585,0.075,80,6,0.552158273381295
2591,0.0,9,0,0.33
2594,0.13043478260869565,23,3,0.33
2604,0.07947019867549669,151,12,0.6241007194244604
2620,0.06930693069306931,101,7,0.46223021582733814
2639,0.14285714285714285,7,1,0.33
2669,0.019417475728155338,103,2,0.019784172661870502
2678,0.125,8,1,0.33
2689,0.05128205128205128,39,2,0.18165467625899281
2695,0.1111111111111111,45,5,0.9046762589928058
2697,0.11333333333333333,150,17,0.908273381294964
2705,0.07692307692307693,156,12,0.5881294964028777
2710,0.2,5,1,0.33
2721,0.0,6,0,0.33
2723,0.0,8,0,0.33
2727,0.07692307692307693,13,1,0.33
2734,0.056074766355140186,107,6,0.24640287769784172
2762,0.06666666666666667,15,1,0.33
2764,0.07894736842105263,38,3,0.6097122302158273
2772,0.044444444444444446,135,6,0.1420863309352518
2775,0.054878048780487805,164,9,0.22482014388489208
2825,0.047244094488188976,127,6,0.1672661870503597
2826,0.0,1,0,0.33
2838,0.09248554913294797,173,16,0.7679856115107914
2869,0.056338028169014086,71,4,0.25
2880,0.07692307692307693,143,11,0.591726618705036
2888,0.0,8,0,0.33
2895,0.0,7,0,0.33
2898,0.08759124087591241,137,12,0.7248201438848921
2901,0.0392156862745098,102,4,0.10611510791366907
2924,0.0,30,0,0.008992805755395683
2940,0.0,8,0,0.33
2941,0.0,19,0,0.33
2946,0.14285714285714285,14,2,0.33
2961,0.05128205128205128,39,2,0.18525179856115107
2966,0.03225806451612903,31,1,0.08093525179856115
2975,0.058823529411764705,119,7,0.2787769784172662
2986,0.046511627906976744,43,2,0.16007194244604317
2997,0.0,2,0,0.33
3000,0.06666666666666667,30,2,0.4226618705035971
3025,0.06976744186046512,43,3,0.47302158273381295
3132,0.15,20,3,0.33
3437,0.11827956989247312,93,11,0.947841726618705
3466,0.061452513966480445,179,11,0.32194244604316546
3518,0.0,2,0,0.33
3758,0.09174311926605505,109,10,0.7607913669064749
3761,0.1,10,1,0.33
3777,0.0,2,0,0.33
3778,0.05405405405405406,37,2,0.21402877697841727
3837,0.06451612903225806,155,10,0.3723021582733813
3871,0.023255813953488372,43,1,0.0341726618705036
3874,0.07692307692307693,130,10,0.5953237410071942
3877,0.07446808510638298,94,7,0.5377697841726619
3883,0.06666666666666667,120,8,0.4154676258992806
3907,0.0,2,0,0.33
3951,0.125,40,5,0.9586330935251799
3955,0.0958904109589041,73,7,0.8111510791366906
3983,0.09090909090909091,11,1,0.33
4035,0.0670391061452514,179,12,0.42985611510791366
4082,0.0,1,0,0.33
4086,0.07051282051282051,156,11,0.48381294964028776
4088,0.08,25,2,0.33
4127,0.07228915662650602,83,6,0.49460431654676257
4224,0.041666666666666664,24,1,0.33
4558,0.047619047619047616,21,1,0.33
4601,0.07913669064748201,139,11,0.6169064748201439
4604,0.0,2,0,0.33
4609,0.0,2,0,0.33
4612,0.06930693069306931,101,7,0.45863309352517984
4618,0.0,2,0,0.33
4619,1.0,1,1,0.33
4622,0.0,3,0,0.33
4629,0.0975609756097561,41,4,0.8363309352517986
4631,0.0,2,0,0.33
4635,0.06806282722513089,191,13,0.4370503597122302
4637,0.07228915662650602,83,6,0.4982014388489209
4640,0.2,5,1,0.33
4641,0.08928571428571429,56,5,0.7535971223021583
4643,0.0,1,0,0.33
4702,0.1,10,1,0.33
4705,0.039473684210526314,76,3,0.10971223021582734
4708,0.0,10,0,0.33
4710,0.0,3,0,0.33
4711,0.2857142857142857,14,4,0.33
4712,0.10891089108910891,101,11,0.8938848920863309
4715,0.0,1,0,0.33
4725,0.0,10,0,0.33
4726,0.08641975308641975,81,7,0.7032374100719424
4775,0.05714285714285714,35,2,0.25719424460431656
4776,0.0,1,0,0.33
4783,0.0,1,0,0.33
4784,0.11538461538461539,26,3,0.33
4785,0.14285714285714285,7,1,0.33
4787,0.0967741935483871,31,3,0.8183453237410072
4789,0.1111111111111111,9,1,0.33
4790,0.3333333333333333,3,1,0.33
4794,0.0,1,0,0.33
4796,0.0,5,0,0.33
4798,0.5,4,2,0.33
4802,0.04375,160,7,0.12769784172661872
4803,0.11650485436893204,103,12,0.9370503597122302
4808,0.05405405405405406,37,2,0.210431654676259
4817,0.2222222222222222,9,2,0.33
4875,0.12162162162162163,74,9,0.9514388489208633
4882,0.05555555555555555,72,4,0.2356115107913669
4884,0.05555555555555555,18,1,0.33
4887,0.0,2,0,0.33
4890,0.1,10,1,0.33
4891,0.0,2,0,0.33
4894,0.044444444444444446,270,12,0.13848920863309352
4896,0.07079646017699115,113,8,0.48741007194244607
4899,0.0,2,0,0.33
4903,0.07142857142857142,14,1,0.33
4907,0.13513513513513514,37,5,0.9766187050359713
4909,0.049019607843137254,102,5,0.17805755395683454
4910,0.0821917808219178,73,6,0.6672661870503597
4916,0.037037037037037035,27,1,0.33
4990,0.0,1,0,0.33
4994,0.125,8,1,0.33
4995,0.0,4,0,0.33
4996,0.05405405405405406,222,12,0.2068345323741007
4997,0.07547169811320754,53,4,0.5593525179856115
4999,0.0,1,0,0.33
5002,0.0,42,0,0.00539568345323741
5003,0.0,8,0,0.33
5007,0.0851063829787234,47,4,0.685251798561151
5009,0.0,2,0,0.33
5011,0.0,1,0,0.33
5017,0.0,3,0,0.33
5018,0.023255813953488372,86,2,0.030575539568345324
5048,0.038461538461538464,26,1,0.33
5148,0.2,15,3,0.33
5150,0.046511627906976744,86,4,0.1564748201438849
5152,0.01639344262295082,122,2,0.01618705035971223
5153,0.0,35,0,0.012589928057553957
5155,0.043478260869565216,23,1,0.33
5157,0.09411764705882353,85,8,0.7931654676258992
5160,0.08108108108108109,74,6,0.6528776978417267
5161,0.11764705882352941,17,2,0.33
5163,0.2,10,2,0.33
5167,0.05263157894736842,19,1,0.33
5170,0.07692307692307693,26,2,0.33
5171,0.11627906976744186,43,5,0.9298561151079137
5172,0.14285714285714285,28,4,0.33
5180,0.09313725490196079,204,19,0.7787769784172662
5186,0.0,4,0,0.33
5200,0.2,15,3,0.33
5203,0.0,3,0,0.33
5206,0.07407407407407407,54,4,0.5233812949640287
5210,0.05714285714285714,140,8,0.2607913669064748
5215,0.04838709677419355,62,3,0.17086330935251798
5256,0.08108108108108109,37,3,0.64568345323741
5259,0.0851063829787234,47,4,0.6888489208633094
5261,0.08333333333333333,12,1,0.33
5388,0.0,7,0,0.33
5390,0.08108108108108109,74,6,0.6420863309352518
5391,0.0,18,0,0.33
5395,0.05263157894736842,19,1,0.33
5397,0.0,2,0,0.33
5398,0.0,6,0,0.33
5399,0.0,3,0,0.33
5401,0.0967741935483871,93,9,0.8219424460431655
5403,0.0967741935483871,124,12,0.829136690647482
5404,0.0782608695652174,115,9,0.6061151079136691
5405,0.2,5,1,0.33
5407,0.06097560975609756,164,10,0.3147482014388489
5411,0.029850746268656716,67,2,0.06654676258992806
5412,0.16666666666666666,12,2,0.33
5413,0.06962025316455696,158,11,0.4694244604316547
5418,0.1,20,2,0.33
5422,0.07407407407407407,27,2,0.33
5427,0.1,10,1,0.33
5688,0.05555555555555555,18,1,0.33
5690,0.058823529411764705,17,1,0.33
5697,0.10975609756097561,164,18,0.8974820143884892
5698,0.10714285714285714,84,9,0.8866906474820144
5699,0.13043478260869565,46,6,0.9658273381294964
5700,0.10227272727272728,88,9,0.8687050359712231
5702,0.07035175879396985,199,14,0.4766187050359712
5704,0.0390625,128,5,0.10251798561151079
5707,0.1,20,2,0.33
5713,0.0,16,0,0.33
5714,0.0,11,0,0.33
5715,0.06422018348623854,109,7,0.36151079136690645
5716,0.06779661016949153,118,8,0.43345323741007197
5717,0.078125,64,5,0.6025179856115108
5718,0.1111111111111111,9,1,0.33
5721,0.0975609756097561,41,4,0.8435251798561151
5724,0.0,4,0,0.33
5726,0.0,4,0,0.33
5728,0.07142857142857142,14,1,0.33
5733,0.25,8,2,0.33
5734,0.07407407407407407,27,2,0.33
5740,0.0,1,0,0.33
5741,0.11666666666666667,120,14,0.9406474820143885
5743,0.07407407407407407,81,6,0.5197841726618705
5760,0.031746031746031744,126,4,0.07733812949640288
5762,0.064,125,8,0.35431654676258995
5775,0.07352941176470588,68,5,0.5161870503597122
5783,0.054945054945054944,91,5,0.23201438848920863
5802,0.0,17,0,0.33
5806,0.16666666666666666,6,1,0.33
5808,0.046875,64,3,0.16366906474820145
5809,0.07643312101910828,157,12,0.5773381294964028
5812,0.037037037037037035,27,1,0.33
5821,0.125,40,5,0.9622302158273381
5832,0.07425742574257425,202,15,0.5269784172661871
5836,0.0,6,0,0.33
5838,0.06542056074766354,107,7,0.3902877697841727
5840,0.05263157894736842,19,1,0.33
5841,0.06818181818181818,132,9,0.44064748201438847
5843,0.08648648648648649,185,16,0.710431654676259
5845,0.045454545454545456,22,1,0.33
5846,0.08755760368663594,217,19,0.7212230215827338
5848,0.0963855421686747,83,8,0.814748201438849
5850,0.08823529411764706,102,9,0.7392086330935251
5851,0.0,1,0,0.33
5853,0.07317073170731707,41,3,0.5053956834532374
5855,0.1111111111111111,9,1,0.33
5856,0.08181818181818182,110,9,0.6600719424460432
5861,0.07633587786259542,131,10,0.5737410071942446
5862,0.05232558139534884,172,9,0.19244604316546762
5863,0.06666666666666667,90,6,0.4118705035971223
5864,0.0,2,0,0.33
5867,0.11538461538461539,78,9,0.9226618705035972
5869,0.0,5,0,0.33
5871,0.0625,32,2,0.3363309352517986
5875,0.06329113924050633,79,5,0.3471223021582734
5876,0.1,40,4,0.8615107913669064
5881,0.0,10,0,0.33
5885,0.06611570247933884,121,8,0.40827338129496404
5886,0.0,5,0,0.33
5887,0.054945054945054944,91,5,0.22841726618705036
5888,0.06569343065693431,137,9,0.4010791366906475
5890,0.11627906976744186,43,5,0.9334532374100719
5891,0.11494252873563218,87,10,0.9190647482014388
5896,0.2222222222222222,18,4,0.33
5900,0.06,100,6,0.2931654676258993
5907,0.08823529411764706,34,3,0.7428057553956835
5908,0.06547619047619048,168,11,0.39388489208633093
5910,0.11538461538461539,78,9,0.9262589928057554
5919,0.0718232044198895,181,13,0.4910071942446043
5920,0.0875,160,14,0.7176258992805755
5925,0.07333333333333333,150,11,0.512589928057554
5928,0.06172839506172839,162,10,0.3255395683453237
5939,0.11764705882352941,153,18,0.9442446043165468
5942,0.04411764705882353,136,6,0.13129496402877697
5945,0.05343511450381679,131,7,0.20323741007194246
5946,0.07692307692307693,13,1,0.33
5948,0.10569105691056911,123,13,0.8794964028776978
5951,0.06923076923076923,130,9,0.4550359712230216
5957,0.06593406593406594,91,6,0.40467625899280574
5958,0.15,20,3,0.33
5960,0.08547008547008547,117,10,0.6924460431654677
5963,0.105,200,21,0.8758992805755396
6002,0.04201680672268908,119,5,0.11690647482014388
6003,0.09482758620689655,116,11,0.8039568345323741
6007,0.07627118644067797,118,9,0.5701438848920863
6008,0.09259259259259259,162,15,0.7715827338129496
6009,0.08,50,4,0.6312949640287769
6011,0.05454545454545454,55,3,0.21762589928057555
6012,0.10606060606060606,66,7,0.8830935251798561
6014,0.042682926829268296,164,7,0.12050359712230216
6018,0.14705882352941177,34,5,0.9838129496402878
6029,0.03067484662576687,163,5,0.07014388489208633
6030,0.08771929824561403,171,15,0.7320143884892086
6031,0.07236842105263158,152,11,0.5017985611510791
6036,0.17592592592592593,108,19,0.9910071942446043
6037,0.06097560975609756,82,5,0.31115107913669066
6046,0.041666666666666664,24,1,0.33
6049,0.09868421052631579,152,15,0.8579136690647482
6059,0.0,1,0,0.33
6060,0.0,2,0,0.33
6061,0.0,1,0,0.33
6063,0.21428571428571427,14,3,0.33
6067,0.057692307692307696,104,6,0.2643884892086331
6068,0.07894736842105263,152,12,0.6133093525179856
6071,0.0,2,0,0.33
6074,0.07547169811320754,106,8,0.5629496402877698
6078,0.0,27,0,0.33
6081,0.06521739130434782,92,6,0.38669064748201437
6082,0.06,150,9,0.2823741007194245
6084,0.09782608695652174,92,9,0.8507194244604317
6085,0.14130434782608695,92,13,0.9802158273381295
6086,0.08870967741935484,124,11,0.7464028776978417
6087,0.125,8,1,0.33
6092,0.09433962264150944,53,5,0.8003597122302158
6109,0.05309734513274336,113,6,0.19964028776978418
6119,0.045454545454545456,88,4,0.14928057553956833
6214,0.07446808510638298,188,14,0.5413669064748201
6218,0.056910569105691054,246,14,0.25359712230215825
6219,0.0752212389380531,226,17,0.5557553956834532
6223,0.06862745098039216,204,14,0.4442446043165468
6225,0.0,12,0,0.33
6228,0.06565656565656566,198,13,0.39748201438848924
6233,0.075,160,12,0.5449640287769785
6234,0.06896551724137931,87,6,0.45143884892086333
6235,0.06349206349206349,189,12,0.35071942446043164
6241,0.08762886597938144,194,17,0.7284172661870504
6242,0.060109289617486336,183,11,0.29676258992805754
6243,0.07657657657657657,222,17,0.5809352517985612
6245,0.08092485549132948,173,14,0.6384892086330936
6246,0.06944444444444445,144,10,0.4658273381294964
6247,0.07766990291262135,103,8,0.5989208633093526
6292,0.10833333333333334,120,13,0.8902877697841727
6296,0.08641975308641975,81,7,0.7068345323741008
6297,0.061946902654867256,113,7,0.329136690647482
6298,0.125,32,4,0.9550359712230215
6302,0.09417040358744394,223,21,0.7967625899280576
6303,0.034782608695652174,230,8,0.09172661870503597
6304,0.09411764705882353,255,24,0.789568345323741
6308,0.0913978494623656,186,17,0.7571942446043165
6310,0.043478260869565216,138,6,0.12410071942446044
6311,0.08441558441558442,154,13,0.6816546762589928
6312,0.06698564593301436,209,14,0.4262589928057554
6429,0.1,40,4,0.8651079136690647
6430,0.0,35,0,0.0017985611510791368
6431,0.13333333333333333,30,4,0.9730215827338129
6435,0.1,20,2,0.33
6436,0.0,27,0,0.33
6438,0.3333333333333333,3,1,0.33
6439,0.11428571428571428,35,4,0.9118705035971223
6447,0.03125,32,1,0.0737410071942446
6457,0.0,18,0,0.33
6458,0.0625,16,1,0.33
6462,0.0625,32,2,0.3327338129496403
6463,0.02631578947368421,38,1,0.048561151079136694
6465,0.0,22,0,0.33
6467,0.11428571428571428,35,4,0.9154676258992805
6471,0.03225806451612903,31,1,0.08453237410071943
6473,0.13157894736842105,38,5,0.9694244604316546
6474,0.07142857142857142,28,2,0.33
6476,0.08108108108108109,37,3,0.6492805755395683
6478,0.17647058823529413,34,6,0.9946043165467626
6481,0.075,40,3,0.5485611510791367
6482,0.06896551724137931,29,2,0.33
6534,0.0967741935483871,31,3,0.8255395683453237
6535,0.0,27,0,0.33
6537,0.06451612903225806,31,2,0.368705035971223
6538,0.08571428571428572,35,3,0.6960431654676259
6539,0.04,25,1,0.33
6541,0.21052631578947367,38,8,0.9982014388489209
6543,0.037037037037037035,27,1,0.33
6544,0.08163265306122448,49,4,0.6564748201438849
6546,0.10256410256410256,39,4,0.8723021582733813
6547,0.022727272727272728,44,1,0.02697841726618705
6549,0.06,50,3,0.28597122302158273
6551,0.09259259259259259,54,5,0.7751798561151079
6552,0.1111111111111111,45,5,0.9010791366906474
6553,0.07317073170731707,41,3,0.5089928057553957
6554,0.024390243902439025,41,1,0.04136690647482014
6556,0.04,50,2,0.11330935251798561
6559,0.08333333333333333,12,1,0.33
6561,0.07692307692307693,39,3,0.5845323741007195
6563,0.0,26,0,0.33
